auditList,provider,id,resolvedId,decision,roles,protocol,regions,imageGeneration,imageEditing,maxReferenceImages,providerMaxReferenceImages,resolutions,refineResolutions,aspectRatios,refineAspectRatios,expirationDate,earliestRetirementDate,reason,source
04-bailian,bailian,qvq-plus,qvq-plus,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen3-vl-plus,qwen3-vl-plus,excluded,,,,,,,,,,,,,,主线仍在价格目录，但两个已知快照均公告 10 月 10 日下线；需确认主线后续指向，不宜作为长期新增默认项。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3-vl-plus-2025-12-19,qwen3-vl-plus-2025-12-19,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3-vl-plus-2025-09-23,qwen3-vl-plus-2025-09-23,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3-vl-flash,qwen3-vl-flash,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118344
04-bailian,bailian,qwen3-vl-flash-2026-01-22,qwen3-vl-flash-2026-01-22,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-flash-2025-10-15,qwen3-vl-flash-2025-10-15,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen-vl-max,qwen-vl-max,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen-vl-plus,qwen-vl-plus,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen3-vl-flash-us,qwen3-vl-flash-us,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3-vl-flash-2026-01-22-us,qwen3-vl-flash-2026-01-22-us,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3-vl-flash-2025-10-15-us,qwen3-vl-flash-2025-10-15-us,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3.5-ocr,qwen3.5-ocr,excluded,,,,,,,,,,,,,,不直接视为通用科研规划主模型。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-vl-ocr,qwen-vl-ocr,excluded,,,,,,,,,,,,,,不直接视为通用科研规划主模型。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-vl-ocr-latest,qwen-vl-ocr-latest,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-vl-ocr-2025-11-20,qwen-vl-ocr-2025-11-20,excluded,,,,,,,,,,,,,,不直接视为通用科研规划主模型。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-vl-ocr-2025-08-28,qwen-vl-ocr-2025-08-28,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-vl-ocr-2025-04-13,qwen-vl-ocr-2025-04-13,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-vl-ocr-2024-10-28,qwen-vl-ocr-2024-10-28,excluded,,,,,,,,,,,,,,下线公告使用 0112/1220/1028 简写；需核对长 ID 与简写的别名关系，暂不作为新增默认项。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-audio-turbo,qwen-audio-turbo,excluded,,,,,,,,,,,,,,需要实时音频或会话协议。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-audio-turbo-latest,qwen-audio-turbo-latest,excluded,,,,,,,,,,,,,,需要实时音频或会话协议。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-math-plus,qwen-math-plus,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-math-turbo,qwen-math-turbo,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen3-coder-plus,qwen3-coder-plus,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118344
04-bailian,bailian,qwen3-coder-plus-2025-09-23,qwen3-coder-plus-2025-09-23,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-coder-plus-2025-07-22,qwen3-coder-plus-2025-07-22,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-coder-flash,qwen3-coder-flash,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3-coder-flash-2025-07-28,qwen3-coder-flash-2025-07-28,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-coder-plus,qwen-coder-plus,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen-coder-turbo,qwen-coder-turbo,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118177
04-bailian,bailian,qwen-mt-plus,qwen-mt-plus,excluded,,,,,,,,,,,,,,不是通用主模型或任意图像编辑器。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-mt-flash,qwen-mt-flash,excluded,,,,,,,,,,,,,,不是通用主模型或任意图像编辑器。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-mt-lite,qwen-mt-lite,excluded,,,,,,,,,,,,,,不是通用主模型或任意图像编辑器。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-mt-turbo,qwen-mt-turbo,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-mt-lite-us,qwen-mt-lite-us,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen-doc-turbo,qwen-doc-turbo,excluded,,,,,,,,,,,,,,不直接视为通用科研规划主模型。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-deep-research,qwen-deep-research,excluded,,,,,,,,,,,,,,独立长程研究流程，不是普通同步规划调用。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen-deep-research-2025-12-15,qwen-deep-research-2025-12-15,excluded,,,,,,,,,,,,,,独立长程研究流程，不是普通同步规划调用。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.8-2.4t-a95b,qwen3.8-2.4t-a95b,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.8-27b,qwen3.8-27b,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.6-35b-a3b,qwen3.6-35b-a3b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.6-27b,qwen3.6-27b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-397b-a17b,qwen3.5-397b-a17b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-122b-a10b,qwen3.5-122b-a10b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-27b,qwen3.5-27b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3.5-35b-a3b,qwen3.5-35b-a3b,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3-next-80b-a3b-thinking,qwen3-next-80b-a3b-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-next-80b-a3b-instruct,qwen3-next-80b-a3b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-30b-a3b-instruct-2507,qwen3-30b-a3b-instruct-2507,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-235b-a22b,qwen3-235b-a22b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-32b,qwen3-32b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-30b-a3b,qwen3-30b-a3b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-14b,qwen3-14b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-8b,qwen3-8b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen2.5-omni-7b,qwen2.5-omni-7b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,qwen3-omni-30b-a3b-captioner,qwen3-omni-30b-a3b-captioner,excluded,,,,,,,,,,,,,,流式输出/输出模态需单独处理。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,qwen3-vl-235b-a22b-thinking,qwen3-vl-235b-a22b-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-235b-a22b-instruct,qwen3-vl-235b-a22b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-32b-thinking,qwen3-vl-32b-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-32b-instruct,qwen3-vl-32b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-30b-a3b-thinking,qwen3-vl-30b-a3b-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-30b-a3b-instruct,qwen3-vl-30b-a3b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-8b-thinking,qwen3-vl-8b-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-vl-8b-instruct,qwen3-vl-8b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen2-audio-instruct,qwen2-audio-instruct,excluded,,,,,,,,,,,,,,2026-03-30 已下线。,https://help.aliyun.com/zh/model-studio/rate-limit
04-bailian,bailian,qwen-audio-chat,qwen-audio-chat,excluded,,,,,,,,,,,,,,2026-03-30 已下线。,https://help.aliyun.com/zh/model-studio/rate-limit
04-bailian,bailian,qwen3-coder-next,qwen3-coder-next,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-coder-480b-a35b-instruct,qwen3-coder-480b-a35b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-v4-pro,deepseek-v4-pro,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-v4-pro-0813,deepseek-v4-pro-0813,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-v4-flash-0731,deepseek-v4-flash-0731,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-v4-flash,deepseek-v4-flash,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,2026-10-10,,2026-10-10 下线；替换为已收录的 deepseek-v4-flash-0731。,https://www.aliyun.com/notice/118434
04-bailian,bailian,deepseek-v3.2,deepseek-v3.2,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-v3.2-exp,deepseek-v3.2-exp,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-v3.1,deepseek-v3.1,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1,deepseek-r1,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1-0528,deepseek-r1-0528,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-v3,deepseek-v3,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1-distill-qwen-1.5b,deepseek-r1-distill-qwen-1.5b,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-r1-distill-qwen-7b,deepseek-r1-distill-qwen-7b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1-distill-qwen-14b,deepseek-r1-distill-qwen-14b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1-distill-qwen-32b,deepseek-r1-distill-qwen-32b,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,deepseek-r1-distill-llama-8b,deepseek-r1-distill-llama-8b,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-r1-distill-llama-70b,deepseek-r1-distill-llama-70b,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-v4-pro-us,deepseek-v4-pro-us,excluded,,,,,,,,,,,,,,美国地区专用 ID；现有代码固定北京端点。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,deepseek-v4-flash-us,deepseek-v4-flash-us,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,deepseek-v4-flash-0731-us,deepseek-v4-flash-0731-us,excluded,,,,,,,,,,,,,,美国地区专用 ID；现有代码固定北京端点。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-v3.2-think,vanchin/deepseek-v3.2-think,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-v3.1-terminus,vanchin/deepseek-v3.1-terminus,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-r1,vanchin/deepseek-r1,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-v3,vanchin/deepseek-v3,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-ocr,vanchin/deepseek-ocr,excluded,,,,,,,,,,,,,,不直接视为通用科研规划主模型。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-v4-pro,vanchin/deepseek-v4-pro,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,vanchin/deepseek-v4-pro-0813,vanchin/deepseek-v4-pro-0813,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi-k3,kimi-k3,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi-k2.7-code,kimi-k2.7-code,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi-k2.6,kimi-k2.6,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi-k2.5,kimi-k2.5,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi-k2-thinking,kimi-k2-thinking,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,Moonshot-Kimi-K2-Instruct,Moonshot-Kimi-K2-Instruct,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,kimi/kimi-k3,kimi/kimi-k3,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi/kimi-k2.7-code-highspeed,kimi/kimi-k2.7-code-highspeed,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi/kimi-k2.7-code,kimi/kimi-k2.7-code,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi/kimi-k2.6,kimi/kimi-k2.6,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,kimi/kimi-k2.5,kimi/kimi-k2.5,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,glm-5.2,glm-5.2,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,glm-5.2-fast-preview,glm-5.2-fast-preview,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,glm-5.1,glm-5.1,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,glm-5,glm-5,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,glm-4.7,glm-4.7,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,glm-4.6,glm-4.6,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,glm-4.5,glm-4.5,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,glm-4.5-air,glm-4.5-air,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118434
04-bailian,bailian,glm-5.2-us,glm-5.2-us,excluded,,,,,,,,,,,,,,美国地区专用 ID；现有代码固定北京端点。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,ZHIPU/GLM-5.3,ZHIPU/GLM-5.3,covered,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,ZHIPU/GLM-5.3-Flash,ZHIPU/GLM-5.3-Flash,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,ZHIPU/GLM-5.2,ZHIPU/GLM-5.2,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,ZHIPU/GLM-5.1,ZHIPU/GLM-5.1,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,ZHIPU/GLM-5,ZHIPU/GLM-5,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,MiniMax-M2.5,MiniMax-M2.5,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,MiniMax-M2.1,MiniMax-M2.1,excluded,,,,,,,,,,,,,,官方公告 2026-10-10 下线。,https://www.aliyun.com/notice/118345
04-bailian,bailian,MiniMax/MiniMax-M3,MiniMax/MiniMax-M3,covered,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前后端目录有对应 ID 与角色。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,MiniMax/MiniMax-M2.7,MiniMax/MiniMax-M2.7,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,MiniMax/MiniMax-M2.5,MiniMax/MiniMax-M2.5,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,MiniMax/MiniMax-M2.1,MiniMax/MiniMax-M2.1,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,xiaomi/mimo-v2.5-pro,xiaomi/mimo-v2.5-pro,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,stepfun/step-3.7-flash,stepfun/step-3.7-flash,added,main|vision,bailian-openai-chat,cn-beijing,False,False,3,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
04-bailian,bailian,unisound/unisound-u2,unisound/unisound-u2,added,main,bailian-openai-chat,cn-beijing,False,False,0,,,,,,,,当前官方价格目录有独立 ID；具体模态/地区以对应模型页为准。,https://help.aliyun.com/zh/model-studio/model-pricing
