channel,developer,officialModel,callId,officialStatus,retirement,roles,before,after,missing,decision,operationContract,imageLimit,mask,maskWithReferences,structured,sizes,publicPrice,region,authentication,recovery,verifiedAt,source,apiSource,schemaSha256
runware,Krea,Krea 2 Raw,krea:krea@2-raw,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。仅生图；官方参考图仅作风格引导，不冒充保留原图的精修。,imageInference,"{""model"":4,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""pixels"",""tiers"":{""512"":{""targetPixels"":262144},""1K"":{""targetPixels"":1048576},""1.5K"":{""targetPixels"":2359296},""2K"":{""targetPixels"":4194304}},""minSide"":64,""maxSide"":2048,""minPixels"":4096,""maxPixels"":4194304,""maxRatio"":16,""alignment"":16,""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/krea-2-raw"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""examples"":[{""configuration"":""text-to-image"",""price"":""$0.015"",""latencyMs"":35167,""exampleId"":""water-tower-listening-lounge""},{""configuration"":""text-to-image"",""price"":""$0.015"",""latencyMs"":21910,""exampleId"":""night-pollinator-festival-shirt-graphic""},{""configuration"":""text-to-image"",""price"":""$0.015"",""latencyMs"":34976,""exampleId"":""luxury-watchmaker-oiler-kit-packshot""},{""configuration"":""text-to-image"",""price"":""$0.015"",""latencyMs"":51704,""exampleId"":""subsea-cable-repair-video-thumbnail""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/krea-2-raw,https://runware.ai/docs/models/krea-2-raw/schema.json,46340cac7ac899c39a6b0e40b6e0c274d113972534d4f4656d76df26bd61293d
runware,Pruna AI,P-Image-Try-On,prunaai:p-image@try-on,live,,范围外/待确认,尚未登记,尚未登记,服装试穿专用，超出科研图工作流。,服装试穿专用，超出科研图工作流。,未接入,"{""productVision"":0}",false,false,,{},"{""overview"":""$0.015 for the first garment, $0.008 for each additional one"",""examples"":[{""configuration"":""pose-guided-try-on"",""price"":""$0.0069"",""latencyMs"":24925,""exampleId"":""pipe-organ-technician-editorial-portrait""},{""configuration"":""virtual-try-on"",""price"":""$0.0069"",""latencyMs"":13978,""exampleId"":""polar-expedition-uniform-preview""},{""configuration"":""pose-guided-try-on"",""price"":""$0.0069"",""latencyMs"":22883,""exampleId"":""celadon-ceramicist-workwear-colorway""},{""configuration"":""virtual-try-on"",""price"":""$0.0093"",""latencyMs"":21406,""exampleId"":""lighthouse-costume-continuity-cleanup""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/prunaai-p-image-try-on,https://runware.ai/docs/models/prunaai-p-image-try-on/schema.json,3dc19eb174ceaffba85866f3ec3174c07ca02ba79e7d069cf122d2e5fbb2fb75
runware,Kling AI,Kling VIDEO 3.0 Turbo,klingai:kling-video@3.0-turbo,live,,范围外/待确认,尚未登记,尚未登记,"超出当前文本规划/图文理解/单张位图生成精修：videoInference（text-to-video,image-to-video,checkpoint,audio）。","超出当前文本规划/图文理解/单张位图生成精修：videoInference（text-to-video,image-to-video,checkpoint,audio）。",未接入,"{""productVision"":0}",false,false,,{},"{""overview"":""Pricing is at $0.112 per second of video at 720p with native audio. Starting at $0.336 for 3 seconds"",""examples"":[{""configuration"":""text-to-video · 1080p · 5s"",""price"":""$0.70"",""latencyMs"":136056,""exampleId"":""luxury-apiary-outerwear-showcase-reel""},{""configuration"":""text-to-video · 1080p · 5s"",""price"":""$0.70"",""latencyMs"":84700,""exampleId"":""forensic-accounting-docuseries-teaser""},{""configuration"":""first-frame · 720p · 8s"",""price"":""$0.896"",""latencyMs"":127881,""exampleId"":""pipe-freeze-clamp-explainer-clip""},{""configuration"":""multi-shot · 960×960 · 12s"",""price"":""$1.34"",""latencyMs"":106631,""exampleId"":""waterworks-cumbia-music-video""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/klingai-video-3-0-turbo,https://runware.ai/docs/models/klingai-video-3-0-turbo/schema.json,b4985330683a931e1d280a6a5014ebffbdea3d0ebdffe4c35c7177af55106f70
runware,RunDiffusion,Juggernaut Z Fast,rundiffusion:300@100,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,imageInference,"{""model"":1,""productAuxiliary"":8,""sourceCounts"":true}",true,false,,"{""generation"":{""mode"":""pixels"",""tiers"":{""512"":{""targetPixels"":262144},""1K"":{""targetPixels"":1048576},""1.5K"":{""targetPixels"":2359296},""2K"":{""targetPixels"":4194304}},""minSide"":128,""maxSide"":2048,""minPixels"":16384,""maxPixels"":4194304,""maxRatio"":16,""alignment"":16,""auto"":""square""},""editing"":{""mode"":""pixels"",""tiers"":{""512"":{""targetPixels"":262144},""1K"":{""targetPixels"":1048576},""1.5K"":{""targetPixels"":2359296},""2K"":{""targetPixels"":4194304}},""minSide"":128,""maxSide"":2048,""minPixels"":16384,""maxPixels"":4194304,""maxRatio"":16,""alignment"":16,""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/rundiffusion-juggernaut-z-fast"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""examples"":[{""configuration"":""text-to-image · 1024×1024"",""price"":""$0.00169"",""latencyMs"":2899,""exampleId"":""maritime-museum-scene-composite""},{""configuration"":""image-to-image · 1280×768"",""price"":""$0.00169"",""latencyMs"":3188,""exampleId"":""constructed-wetland-process-infographic""},{""configuration"":""inpaint · 768×1024"",""price"":""$0.00247"",""latencyMs"":13995,""exampleId"":""airport-sensory-booth-visualization""},{""configuration"":""expand · 1536×1024"",""price"":""$0.00338"",""latencyMs"":7026,""exampleId"":""agrivoltaic-energy-campaign-key-visual""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/rundiffusion-juggernaut-z-fast,https://runware.ai/docs/models/rundiffusion-juggernaut-z-fast/schema.json,209b2b8eebc17a085c10039c8ea745a3ba4f86a1bcc55b8ecad0c08713138fcf
runware,Anthropic,Claude Fable 5,anthropic:claude@fable-5,live,,main / vision,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,textInference,"{""productVision"":3}",false,false,,{},"{""source"":""https://runware.ai/docs/models/anthropic-claude-fable-5"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""examples"":[{""configuration"":""split-thinking"",""price"":""$0.0347"",""latencyMs"":10709,""exampleId"":""commercial-solar-bid-recommendation""},{""configuration"":""text-generation"",""price"":""$0.119"",""latencyMs"":35389,""exampleId"":""library-capital-campaign-case-statement""},{""configuration"":""structured-output"",""price"":""$0.14"",""latencyMs"":33445,""exampleId"":""mobile-prenatal-clinic-siting-brief""},{""configuration"":""reference-to-text"",""price"":""$0.271"",""latencyMs"":84501,""exampleId"":""freight-damage-claims-assessment""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/anthropic-claude-fable-5,https://runware.ai/docs/models/anthropic-claude-fable-5/schema.json,2ff05f4903ad08370a4571829c0b36fd75ed29ac67c2b9c084d6c2aa2413cb00
runware,Luma,Ray3.2,luma:ray@3.2,live,,范围外/待确认,尚未登记,尚未登记,"超出当前文本规划/图文理解/单张位图生成精修：videoInference（text-to-video,image-to-video,video-to-video,edit,checkpoint）。","超出当前文本规划/图文理解/单张位图生成精修：videoInference（text-to-video,image-to-video,video-to-video,edit,checkpoint）。",未接入,"{""productVision"":0}",false,false,,{},"{""overview"":""Video generation and Video Edit have different pricing.\nVideo generation:\nPricing is highly affected by resolution starting at $0.06 for 5s at 360p. Duration available are 5s and 10s. \nHDR and HDR + EXR are only for 5s and increase costs ($0.60/$0.90 at 720p and $2.40/$3.60 at 1080p).\nExtend is standard dynamic range only. It always bills as one 5-second block, even if video.duration is present on the request. it costs $0.15 at 540p, $0.30 at 720p and $1.20 at 1080p.\nReframe is standard dynamic range only and bills per second. $0.03/s at 320p, $0.06/s at 540p, $0.12/s at 720p, and $0.36/s at 1080p.\n\nVideo Edit:\nVideo edits use their own rate table. HDR, and HDR + EXR edits increase costs. Each have separate 5-second and 10-second totals. HDR: from $1.08 (360p) to $4.32 (1080p) for 5s. HDR+EXR: from $1.62 (360p) to $6.48 (1080p) for 5s\n"",""examples"":[{""configuration"":""first-last-frame · 540p · 5s"",""price"":""$0.15"",""latencyMs"":36984,""exampleId"":""geothermal-network-logo-sting""},{""configuration"":""multiple-keyframes · 720p · 5s"",""price"":""$0.30"",""latencyMs"":61651,""exampleId"":""artisan-paper-marbling-b-roll""},{""configuration"":""video-reframe · 720p"",""price"":""$0.725"",""latencyMs"":83166,""exampleId"":""planetarium-archive-frame-restoration""},{""configuration"":""text-to-video · 720p · 5s"",""price"":""$0.90"",""latencyMs"":86663,""exampleId"":""colorized-apiary-newsreel-restoration""},{""configuration"":""video-edit · 720p"",""price"":""$1.08"",""latencyMs"":193595,""exampleId"":""veterinary-ultrasound-field-demo""},{""configuration"":""first-frame · 1080p · 5s"",""price"":""$1.20"",""latencyMs"":509020,""exampleId"":""chamber-orchestra-group-portrait-clip""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/luma-ray3-2,https://runware.ai/docs/models/luma-ray3-2/schema.json,0826cad0515c664a9138a8e617635e3c6f58fd0cf1f51188ce5c9e0689f07466
runware,Sourceful,Riverflow 2.5 Fast,sourceful:riverflow-2.5@fast,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,imageInference,"{""model"":4,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""table"",""tiers"":{""1K"":{""sizes"":{""1:1"":""1024x1024"",""21:9"":""1344x576"",""16:9"":""1024x576"",""3:2"":""1152x768"",""4:3"":""1024x768"",""5:4"":""960x768"",""4:5"":""768x960"",""3:4"":""768x1024"",""2:3"":""768x1152"",""9:16"":""576x1024""}},""2K"":{""sizes"":{""1:1"":""2048x2048"",""21:9"":""2688x1152"",""16:9"":""2048x1152"",""3:2"":""2304x1536"",""4:3"":""2048x1536"",""5:4"":""1920x1536"",""4:5"":""1536x1920"",""3:4"":""1536x2048"",""2:3"":""1536x2304"",""9:16"":""1152x2048""}}},""auto"":""square""},""editing"":{""mode"":""table"",""tiers"":{""1K"":{""sizes"":{""1:1"":""1024x1024"",""21:9"":""1344x576"",""16:9"":""1024x576"",""3:2"":""1152x768"",""4:3"":""1024x768"",""5:4"":""960x768"",""4:5"":""768x960"",""3:4"":""768x1024"",""2:3"":""768x1152"",""9:16"":""576x1024""}},""2K"":{""sizes"":{""1:1"":""2048x2048"",""21:9"":""2688x1152"",""16:9"":""2048x1152"",""3:2"":""2304x1536"",""4:3"":""2048x1536"",""5:4"":""1920x1536"",""4:5"":""1536x1920"",""3:4"":""1536x2048"",""2:3"":""1536x2304"",""9:16"":""1152x2048""}}},""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/sourceful-riverflow-2-5-fast"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""overview"":""Pricing starts at $0.021 per image generated. Pricing is dependent on thinking effort (low, medium, high)"",""examples"":[{""configuration"":""text-to-image · 1024×1024"",""price"":""$0.0226"",""latencyMs"":26926,""exampleId"":""underground-waste-network-explainer""},{""configuration"":""transparent-background · 768×1024"",""price"":""$0.0237"",""latencyMs"":33831,""exampleId"":""bhutan-cultural-tourism-hero-portrait""},{""configuration"":""solid-background · 2048×1536"",""price"":""$0.0239"",""latencyMs"":41277,""exampleId"":""polar-night-weather-station-visualization""},{""configuration"":""reference-to-image · 2K"",""price"":""$0.059"",""latencyMs"":118587,""exampleId"":""forensic-botanist-risograph-avatar""},{""configuration"":""custom-font-rendering · 1152×768"",""price"":""$0.10"",""latencyMs"":253875,""exampleId"":""railway-archive-restoration-poster""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/sourceful-riverflow-2-5-fast,https://runware.ai/docs/models/sourceful-riverflow-2-5-fast/schema.json,cbe5c6616daf79d0b4abf0a0ff1814b20c99c038ed8e191cc83aee25e68c43e0
runware,Sourceful,Riverflow 2.5 Pro,sourceful:riverflow-2.5@pro,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,imageInference,"{""model"":10,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""table"",""tiers"":{""1K"":{""sizes"":{""1:1"":""1024x1024"",""21:9"":""1456x624"",""16:9"":""1280x720"",""3:2"":""1248x832"",""4:3"":""1152x864"",""5:4"":""1120x896"",""4:5"":""896x1120"",""3:4"":""864x1152"",""2:3"":""832x1248"",""9:16"":""720x1280""}},""2K"":{""sizes"":{""1:1"":""2048x2048"",""21:9"":""3024x1296"",""16:9"":""2560x1440"",""3:2"":""2496x1664"",""4:3"":""2304x1728"",""5:4"":""2240x1792"",""4:5"":""1792x2240"",""3:4"":""1728x2304"",""2:3"":""1664x2496"",""9:16"":""1440x2560""}},""4K"":{""sizes"":{""1:1"":""2880x2880"",""21:9"":""3808x1632"",""16:9"":""3840x2160"",""3:2"":""3504x2336"",""4:3"":""3264x2448"",""5:4"":""3200x2560"",""4:5"":""2560x3200"",""3:4"":""2448x3264"",""2:3"":""2336x3504"",""9:16"":""2160x3840""}}},""auto"":""square""},""editing"":{""mode"":""table"",""tiers"":{""1K"":{""sizes"":{""1:1"":""1024x1024"",""21:9"":""1456x624"",""16:9"":""1280x720"",""3:2"":""1248x832"",""4:3"":""1152x864"",""5:4"":""1120x896"",""4:5"":""896x1120"",""3:4"":""864x1152"",""2:3"":""832x1248"",""9:16"":""720x1280""}},""2K"":{""sizes"":{""1:1"":""2048x2048"",""21:9"":""3024x1296"",""16:9"":""2560x1440"",""3:2"":""2496x1664"",""4:3"":""2304x1728"",""5:4"":""2240x1792"",""4:5"":""1792x2240"",""3:4"":""1728x2304"",""2:3"":""1664x2496"",""9:16"":""1440x2560""}},""4K"":{""sizes"":{""1:1"":""2880x2880"",""21:9"":""3808x1632"",""16:9"":""3840x2160"",""3:2"":""3504x2336"",""4:3"":""3264x2448"",""5:4"":""3200x2560"",""4:5"":""2560x3200"",""3:4"":""2448x3264"",""2:3"":""2336x3504"",""9:16"":""2160x3840""}}},""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/sourceful-riverflow-2-5-pro"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""overview"":""Pricing starts at $0.235 per image generated. Pricing is dependent on thinking effort (low, medium, high, xhigh)"",""examples"":[{""configuration"":""text-to-image · 1248×832"",""price"":""$0.179"",""latencyMs"":158332,""exampleId"":""historic-cemetery-flood-adaptation-visualization""},{""configuration"":""solid-background · 896×1120"",""price"":""$0.203"",""latencyMs"":121478,""exampleId"":""savory-tomato-cocktail-menu-portrait""},{""configuration"":""transparent-background · 1024×1024"",""price"":""$0.253"",""latencyMs"":150239,""exampleId"":""luna-moth-pastry-menu-cutout""},{""configuration"":""reference-to-image · 2K"",""price"":""$0.72"",""latencyMs"":179955,""exampleId"":""tidal-aquaculture-operations-icon-set""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/sourceful-riverflow-2-5-pro,https://runware.ai/docs/models/sourceful-riverflow-2-5-pro/schema.json,7a4438c79544090059d4e1584dfd620d7783538881b81b0707e1eb73c9092815
runware,Pruna AI,P-Video-Replace,prunaai:p-video@replace,live,,范围外/待确认,尚未登记,尚未登记,"超出当前文本规划/图文理解/单张位图生成精修：videoInference（image-to-video,video-to-video,edit,checkpoint）。","超出当前文本规划/图文理解/单张位图生成精修：videoInference（image-to-video,video-to-video,edit,checkpoint）。",未接入,"{""productVision"":0}",false,false,,{},"{""overview"":""Pricing starts at $0.03 per second of output at 720p and $0.06 at 1080p"",""examples"":[{""configuration"":""video-edit"",""price"":""$0.362"",""latencyMs"":182001,""exampleId"":""cut-paper-curator-exhibition-teaser""},{""configuration"":""video-edit"",""price"":""$0.362"",""latencyMs"":61504,""exampleId"":""coral-dive-computer-colorway-video""},{""configuration"":""video-edit"",""price"":""$0.362"",""latencyMs"":104693,""exampleId"":""night-rail-technician-recruitment-clip""},{""configuration"":""video-edit"",""price"":""$0.362"",""latencyMs"":108435,""exampleId"":""indoor-mushroom-farm-b-roll""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/prunaai-p-video-replace,https://runware.ai/docs/models/prunaai-p-video-replace/schema.json,e3ee16b93f8e9ade328afd73b1d2210bc8742e738ddb2c6999c0b2f028041a90
runware,Ideogram,Ideogram 4.0,ideogram:4@0,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,imageInference,"{""model"":1,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""table"",""tiers"":{""2K"":{""sizes"":{""1:1"":""2048x2048"",""1:2"":""1440x2880"",""2:1"":""2880x1440"",""2:3"":""1664x2496"",""3:2"":""2496x1664"",""4:5"":""1792x2240"",""5:4"":""2240x1792"",""9:16"":""1440x2560"",""16:9"":""2560x1440"",""5:8"":""1600x2560"",""8:5"":""2560x1600"",""3:4"":""1728x2304"",""4:3"":""2304x1728"",""9:22"":""1296x3168"",""22:9"":""3168x1296"",""9:23"":""1152x2944"",""23:9"":""2944x1152"",""3:8"":""1248x3328"",""8:3"":""3328x1248"",""5:12"":""1280x3072"",""12:5"":""3072x1280"",""1:3"":""1024x3072"",""3:1"":""3072x1024""}}},""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/ideogram-4-0"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""overview"":""Pricing is $0.03 per image for Turbo, $0.06 per image for Default, and $0.10 per image for Quality\n"",""examples"":[{""configuration"":""text-to-image · 1440p"",""price"":""$0.06"",""latencyMs"":25159,""exampleId"":""municipal-sewer-crew-sticker-pack""},{""configuration"":""text-to-image · 1440p"",""price"":""$0.06"",""latencyMs"":18412,""exampleId"":""alpine-survival-game-key-art""},{""configuration"":""text-to-image · 1440p"",""price"":""$0.06"",""latencyMs"":18303,""exampleId"":""thermal-battery-video-thumbnail""},{""configuration"":""structured-prompt · 1792×2240"",""price"":""$0.10"",""latencyMs"":17874,""exampleId"":""community-radio-host-campaign-portrait""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/ideogram-4-0,https://runware.ai/docs/models/ideogram-4-0/schema.json,8be22e502f03df6d7389e17e0cc46af58ffda8bbe709d2eaaab47cab76a76b9b
runware,Ideogram,Ideogram 4.0q,ideogram:4@q,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。,imageInference,"{""model"":1,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""pixels"",""tiers"":{""512"":{""targetPixels"":262144},""1K"":{""targetPixels"":1048576},""1.5K"":{""targetPixels"":2359296},""2K"":{""targetPixels"":4194304}},""minSide"":64,""maxSide"":4096,""minPixels"":1024,""maxPixels"":4194304,""maxRatio"":4,""alignment"":16,""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/ideogram-4-0q"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""overview"":""Pricing is $0.03 per image for Turbo, $0.06 per image for Default, and $0.10 per image for Quality"",""examples"":[{""configuration"":""text-to-image · 1536×1024"",""price"":""$0.06"",""latencyMs"":26414,""exampleId"":""bell-foundry-ambient-album-cover""},{""configuration"":""text-to-image · 1536×1024"",""price"":""$0.06"",""latencyMs"":31916,""exampleId"":""pinball-technician-event-shirt-graphic""},{""configuration"":""text-to-image · 1536×1024"",""price"":""$0.06"",""latencyMs"":64860,""exampleId"":""livestock-auction-documentary-series-poster""},{""configuration"":""structured-prompt · 1024×1280"",""price"":""$0.10"",""latencyMs"":39639,""exampleId"":""nocturnal-pollinator-science-art-print""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/ideogram-4-0q,https://runware.ai/docs/models/ideogram-4-0q/schema.json,729fd5f94eff03967952c7bb6b345f8d0b0afe2023a9a13ba4cf6be0a7a2fbc8
runware,Krea,Krea 2 Medium Turbo,krea:krea@2-medium-turbo,live,,image,尚未登记,适配链路已完成但真实调用未验证,真实账号权限、真实推理、账单与质量待确认；可选高级参数未全部开放；本轮不调用真实服务。,补齐型号专用调用、选择器与恢复。仅生图；官方参考图仅作风格引导，不冒充保留原图的精修。,imageInference,"{""model"":10,""productAuxiliary"":8,""sourceCounts"":true}",false,false,,"{""generation"":{""mode"":""table"",""tiers"":{""1K"":{""sizes"":{""1:1"":""1024x1024"",""4:3"":""1184x896"",""3:2"":""1248x832"",""16:9"":""1376x768"",""2.35:1"":""1568x672"",""4:5"":""928x1152"",""2:3"":""832x1248"",""9:16"":""768x1376""}}},""auto"":""square""}}","{""source"":""https://runware.ai/docs/models/krea-2-medium-turbo"",""checkedAt"":""2026-09-22"",""currency"":""USD"",""amount"":null,""accountTariffConfirmed"":false,""quote"":{""examples"":[{""configuration"":""reference-to-image · 928×1152"",""price"":""$0.0175"",""latencyMs"":12729,""exampleId"":""experimental-tidal-album-cover""},{""configuration"":""reference-to-image · 928×1152"",""price"":""$0.0175"",""latencyMs"":12703,""exampleId"":""ev-battery-recycling-blog-hero""},{""configuration"":""text-to-image · 1376×768"",""price"":""$0.02"",""latencyMs"":13100,""exampleId"":""rare-books-conservator-press-headshot""},{""configuration"":""text-to-image · 1376×768"",""price"":""$0.02"",""latencyMs"":13702,""exampleId"":""overnight-rail-campaign-key-visual""}]}}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/krea-2-medium-turbo,https://runware.ai/docs/models/krea-2-medium-turbo/schema.json,f88bef1282f16aa04551b5737b3dfbbdb1100c11ac12ee1a74dc5fe0a292ec96
runware,ByteDance,BytePlus Video Enhancement Pro,bytedance:video-enhancement@pro,live,,范围外/待确认,尚未登记,尚未登记,"超出当前文本规划/图文理解/单张位图生成精修：upscale（video-to-video,upscale,checkpoint）。","超出当前文本规划/图文理解/单张位图生成精修：upscale（video-to-video,upscale,checkpoint）。",未接入,"{""productVision"":0}",false,false,,{},"{""examples"":[{""configuration"":""upscale"",""price"":""$0.836"",""latencyMs"":381109,""exampleId"":""antique-orrery-auction-product-clip""},{""configuration"":""upscale"",""price"":""$0.836"",""latencyMs"":543472,""exampleId"":""contemporary-dance-archive-restoration""},{""configuration"":""upscale"",""price"":""$0.836"",""latencyMs"":382577,""exampleId"":""ama-diver-museum-portrait""},{""configuration"":""upscale"",""price"":""$0.836"",""latencyMs"":360773,""exampleId"":""tattoo-machine-catalog-product-clip""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/bytedance-video-enhancement-pro,https://runware.ai/docs/models/bytedance-video-enhancement-pro/schema.json,1ca7785932f5ff48bb236f22ecdd126891035a7ad62dffcfaa9590cf24a3162c
runware,ByteDance,BytePlus Video Enhancement Standard,bytedance:video-enhancement@standard,live,,范围外/待确认,尚未登记,尚未登记,"超出当前文本规划/图文理解/单张位图生成精修：upscale（video-to-video,upscale,checkpoint）。","超出当前文本规划/图文理解/单张位图生成精修：upscale（video-to-video,upscale,checkpoint）。",未接入,"{""productVision"":0}",false,false,,{},"{""examples"":[{""configuration"":""upscale"",""price"":""$0.0418"",""latencyMs"":117216,""exampleId"":""adaptive-beach-mobility-social-reel""},{""configuration"":""upscale"",""price"":""$0.0418"",""latencyMs"":167836,""exampleId"":""aquaculture-biosecurity-presenter-briefing""},{""configuration"":""upscale"",""price"":""$0.0418"",""latencyMs"":150158,""exampleId"":""planetarium-projector-maintenance-b-roll""},{""configuration"":""upscale"",""price"":""$0.0418"",""latencyMs"":117487,""exampleId"":""cryogenic-biobank-retrieval-b-roll""}]}",统一端点；账号地区准入待确认,Bearer API Key；账号权限未实测,提交前保存 UUID；仅 getResponse 查询,2026-09-22,https://runware.ai/docs/models/bytedance-video-enhancement-standard,https://runware.ai/docs/models/bytedance-video-enhancement-standard/schema.json,e772a48c51d76ad2a8288d02ed6bff25f1d519503af9d11c308d70e47819e304
