"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","tokendance","qwen3.7-plus","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-35b-a3b","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-35b-a3b","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-flash","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-flash","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-plus","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3.5-plus","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.1-pro","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.1-pro","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.1-turbo","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.1-turbo","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-code","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-code","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-lite","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-lite","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-mini","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-mini","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-pro","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-2.0-pro","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","step-3.7-flash","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","step-3.7-flash","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","dots-3-note-preview","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","dots-3-note-preview","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","mimo-v2.5","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","mimo-v2.5","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3-vl-plus","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","qwen3-vl-plus","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-evolving","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seed-evolving","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","step-5-preview","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","step-5-preview","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seedream-5.0-lite","image","ark-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","tokendance","seedream-5.0-pro","image","ark-images","unconfirmed","","[]","[]","[""generation"",""editing""]","{""neverIncreaseOutputBudget"":true}","[]","[""公开 gateway/v1/models 目录证明模型登记，不构成该渠道思考字段及档位契约；文档入口读取受限，不继承原厂参数。""]","https://tokendance.space/gateway/v1/models"
"2026-09-22","siliconflow","XingChenAGI/Xing4.0-29B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","tencent/Hy4-preview","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-14B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-30B-A3B-Instruct-2507","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-32B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-8B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/Qwen/Qwen2.5-7B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen2.5-32B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen2.5-72B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen2.5-72B-Instruct-128K","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen2.5-7B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-V4-Pro","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-V3.2","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/deepseek-ai/DeepSeek-V3.1-Terminus","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-V3.1-Terminus","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-R1-0528-Qwen3-8B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","stepfun-ai/Step-3.5-Flash","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","zai-org/GLM-5.3","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","zai-org/GLM-5.2","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/zai-org/GLM-5.1","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","zai-org/GLM-4.5-Air","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","THUDM/GLM-4-32B-0414","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","THUDM/GLM-4-9B-0414","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","THUDM/GLM-Z1-9B-0414","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/deepseek-ai/DeepSeek-V3","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-V3","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","ByteDance-Seed/Seed-OSS-36B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Pro/deepseek-ai/DeepSeek-R1","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3-Coder-30B-A3B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","deepseek-ai/DeepSeek-R1","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","inclusionAI/Ling-flash-2.0","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","inclusionAI/Ling-mini-2.0","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","meituan-longcat/LongCat-2.0","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","tencent/Hunyuan-A13B-Instruct","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.8-27B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.8-27B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.6-27B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.6-27B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.6-35B-A3B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.6-35B-A3B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-122B-A10B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-122B-A10B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-27B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-27B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-35B-A3B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-35B-A3B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-4B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-4B","vision","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
"2026-09-22","siliconflow","Qwen/Qwen3.5-9B","main","openai-chat-completions","unconfirmed","","[]","[]","[""text""]","{""neverIncreaseOutputBudget"":true}","[]","[""通用 API 对开关/预算只写大多数推理模型，且 effort 白名单未包含此精确 ID；不能按 family/Pro 前缀外推。""]","https://docs.siliconflow.cn/docs/api/chat-completions-post"
