API渠道,API ID,研发方,版本性质,地区,角色,协议,输入,输出,官方图数声明,产品图数,生命周期,接入决定,原因,官方来源
百度千帆,ernie-5.0-thinking-exp,baidu,rolling,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""preview"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-4.5-turbo-32k,baidu,rolling,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-4.5-turbo-128k,baidu,rolling,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-4.5-turbo-20260402,baidu,fixed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-4.5-turbo-vl,baidu,rolling,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm
百度千帆,ernie-4.5-turbo-vl-32k,baidu,rolling,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm
百度千帆,deepseek-v4.1-flash,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Kmh4stnjp ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv
百度千帆,deepseek-v4-pro-0813,deepseek,fixed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv
百度千帆,deepseek-v4-pro,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/6m8r1x5hz
百度千帆,deepseek-v4-flash-0731,deepseek,fixed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv
百度千帆,deepseek-v4-flash,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": ""deepseek-v4-flash-0731"", ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/6m8r1x5hz
百度千帆,deepseek-v3.2,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/6m8r1x5hz ; https://cloud.baidu.com/doc/qianfan-docs/s/Imkdq47r5
百度千帆,internvl3-38b,shanghai-ai-lab,unconfirmed,"[""cn-account-global-endpoint""]",vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm
百度千帆,ernie-x1.1-preview,baidu,rolling,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": ""ernie-5.1"", ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-x1.1,baidu,rolling,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": ""ernie-5.1"", ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-flash,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv
百度千帆,deepseek-v3.2-think,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/Imkdq47r5
百度千帆,qwen3.5-397b-a17b,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Mmh8l4qwj ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y
百度千帆,qwen3.5-122b-a10b,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Mmh8l4qwj ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y
百度千帆,qwen3.5-27b,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Mmh8l4qwj ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y
百度千帆,qwen3.5-35b-a3b,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Mmh8l4qwj ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y
百度千帆,glm-5.3-flash,zhipu,unconfirmed,"[""cn-account-global-endpoint""]",main/vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan/s/Kmh4stnjp
百度千帆,glm-5.3,zhipu,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,glm-5.2,zhipu,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,glm-5.1,zhipu,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/6m8r1x5hz
百度千帆,glm-5,zhipu,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": ""glm-5.2"", ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3 ; https://cloud.baidu.com/doc/qianfan-docs/s/Wm95lyynv ; https://cloud.baidu.com/doc/qianfan-docs/s/6m8r1x5hz
百度千帆,kimi-k2.6,moonshot,unconfirmed,"[""cn-account-global-endpoint""]",main,openai-chat,text,text,0,0,"{""status"": ""deprecated"", ""retirementDate"": ""2026-09-29"", ""retirementTimestamp"": null, ""replacementModelId"": ""glm-5.3-flash"", ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3"", ""cutoffPolicy"": ""日期已公布，精确时刻未公布；建议 2026-09-29 亚洲上海自然日开始保守禁用，新配置不替换旧 ID。""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/3m7of64lb ; https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-ocr,deepseek,unconfirmed,"[""cn-account-global-endpoint""]",vision,openai-chat,text/image,text,1,1,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm ; https://cloud.baidu.com/doc/qianfan-api/s/6mhelwygh
百度千帆,qianfan-ocr,baidu,unconfirmed,"[""cn-account-global-endpoint""]",vision,openai-chat,text/image,text,10,3,"{""status"": ""active"", ""retirementDate"": null, ""retirementTimestamp"": null, ""replacementModelId"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/zmh4stou3""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/Dmba8k71y ; https://cloud.baidu.com/doc/qianfan-api/s/rm7u7qdiq ; https://cloud.baidu.com/doc/qianfan-docs/s/fm8r1ndsm
百度千帆,musesteamer-air-image,baidu,unconfirmed,"[""cn-account-global-endpoint""]",image,qianfan-images,text,image,0,0,"{""status"": ""active"", ""retirementDate"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/Ymio9i9i4 ; https://cloud.baidu.com/doc/qianfan/s/wmh4sv6ya
百度千帆,qwen-image,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",image,qianfan-images,text,image,0,0,"{""status"": ""active"", ""retirementDate"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/8m7u6un8a ; https://cloud.baidu.com/doc/qianfan/s/wmh4sv6ya
百度千帆,qwen-image-edit,alibaba,unconfirmed,"[""cn-account-global-endpoint""]",image,qianfan-images,text/image,image,3,3,"{""status"": ""active"", ""retirementDate"": null, ""sourceUrl"": ""https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j""}",True,已适配；模拟验证，真实调用未验证,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/Rm9m76ekf ; https://cloud.baidu.com/doc/qianfan/s/wmh4sv6ya
百度千帆,paddleocr-vl-0.9b,,,null,null,,,,,,"""active-listed""",未上架,专用文档布局/OCR 结构化解析，输入 file/fileType、输出解析区块，不能冒充通用视觉问答。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/zmho8omz3
百度千帆,pp-structurev3,,,null,null,,,,,,"""active-listed""",未上架,专用文档布局/OCR 结构化解析，输入 file/fileType、输出解析区块，不能冒充通用视觉问答。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j ; https://cloud.baidu.com/doc/qianfan-api/s/Nmj124ro4
百度千帆,embedding-v1,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,tao-8k,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,bge-large-zh,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,bge-large-en,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-embedding-0.6b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-embedding-4b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-embedding-8b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,bce-reranker-base,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-reranker-0.6b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-reranker-4b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,qwen3-reranker-8b,,,null,null,,,,,,"""active-listed""",未上架,向量/重排序输出，不属于主模型、视觉理解或生图任务。,https://cloud.baidu.com/doc/qianfan/s/rmh4stp0j
百度千帆,kimi-k2.5,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-09"", ""replacementLabel"": ""Kimi-K2.6""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-235b-a22b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-07"", ""replacementLabel"": ""Qwen3.5-397B-A17B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-8b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-8b-thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-30b-a3b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-30b-a3b-thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-32b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-27B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-32b-thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-27B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-vl-235b-a22b-thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Qwen3.5-397B-A17B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
